exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
O2K9Vb5,Wide-Grip Chest Dip On High Parallel Bars,2,body weight,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/O2K9Vb5.gif,"Step:1 Position yourself on the parallel bars with your arms fully extended and your body suspended in the air. | Step:2 Lean forward slightly and lower your body by bending your elbows until your chest is just above the bars. | Step:3 Pause for a moment, then push yourself back up to the starting position by straightening your arms. | Step:4 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,8.5,8.0,6.0,5.0,3.0,1.4
LkoAWAE,Elbow Dips,2,body weight,triceps,"chest, shoulders",upper arms,3,https://static.exercisedb.dev/media/LkoAWAE.gif,"Step:1 Sit on the edge of a bench or chair with your hands gripping the edge next to your hips. | Step:2 Slide your hips forward off the bench and straighten your legs, keeping your heels on the ground. | Step:3 Bend your elbows and lower your body towards the ground, keeping your back close to the bench. | Step:4 Pause for a moment at the bottom, then push through your hands to straighten your arms and lift your body back up to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,8.5,8.0,6.0,5.0,3.0,1.4
QpXqiq8,Suspended Split Squat,2,body weight,quads,"glutes, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/QpXqiq8.gif,"Step:1 Stand facing away from a suspension trainer with your feet shoulder-width apart. | Step:2 Extend one leg forward and place the top of your foot in the foot cradle of the suspension trainer. | Step:3 Bend your standing leg and lower your body down into a lunge position, keeping your chest up and your knee in line with your toes. | Step:4 Push through your heel to return to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch legs.",0.0,10.0,10.0,0.0,10.0,6.0,0.0,2.0,0.0,9.0,Strength Training,5.0,4.4,8.3,8.3,4.9,8.5,8.0,6.0,5.0,3.0,5.4
rmEukuS,Single Leg Bridge With Outstretched Leg,2,body weight,glutes,"hamstrings, quadriceps",upper legs,3,https://static.exercisedb.dev/media/rmEukuS.gif,"Step:1 Lie on your back with your knees bent and feet flat on the ground. | Step:2 Extend one leg straight out in front of you. | Step:3 Engage your glutes and lift your hips off the ground, forming a straight line from your knees to your shoulders. | Step:4 Hold for a moment at the top, then slowly lower your hips back down to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch legs.",0.0,3.5,3.0,0.0,7.0,0.0,9.0,8.5,0.0,0.0,Flexibility & Mobility,5.1,1.6,2.6,2.6,4.2,8.5,8.0,6.0,5.0,3.0,3.2
17bqEXD,Seated Calf Stretch (Male),2,body weight,calves,hamstrings,lower legs,2,https://static.exercisedb.dev/media/17bqEXD.gif,"Step:1 Sit on the edge of a chair or bench with your feet flat on the ground. | Step:2 Extend one leg straight out in front of you, keeping your heel on the ground. | Step:3 Lean forward slightly, feeling a stretch in your calf muscle. | Step:4 Hold the stretch for 20-30 seconds. | Step:5 Switch legs and repeat the stretch.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,8.5,8.0,6.0,5.0,3.0,2.3
WCAvOfC,Side-To-Side Toe Touch (Male),2,body weight,abs,"obliques, hip flexors",waist,3,https://static.exercisedb.dev/media/WCAvOfC.gif,"Step:1 Stand with your feet shoulder-width apart and your arms extended to the sides. | Step:2 Bend at the waist to the right, reaching your right hand towards your right foot while keeping your left hand extended to the side. | Step:3 Return to the starting position and then bend at the waist to the left, reaching your left hand towards your left foot while keeping your right hand extended to the side. | Step:4 Repeat the side-to-side bending motion for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,8.5,8.0,6.0,5.0,3.0,1.4
xMjBKwn,Dumbbell Lateral To Front Raise,2,dumbbell,delts,"trapezius, biceps",shoulders,3,https://static.exercisedb.dev/media/xMjBKwn.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your body. | Step:2 Keep your back straight and engage your core. | Step:3 Raise your arms out to the sides until they are parallel to the ground, keeping a slight bend in your elbows. | Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position. | Step:5 Next, raise your arms in front of you until they are parallel to the ground, again keeping a slight bend in your elbows. | Step:6 Pause for a moment at the top, then slowly lower your arms back down to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
aTNKZiC,Dumbbell Incline One Arm Lateral Raise,2,dumbbell,delts,"trapezius, triceps",shoulders,3,https://static.exercisedb.dev/media/aTNKZiC.gif,"Step:1 Sit on an incline bench with a dumbbell in one hand, resting it on your thigh. | Step:2 Lean forward and position your upper arm against the inside of your thigh. | Step:3 Raise the dumbbell to the side, keeping your arm slightly bent and your palm facing down. | Step:4 Continue lifting until your arm is parallel to the floor. | Step:5 Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch to the other arm.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
k5IpyHg,Dumbbell One Arm Concentration Curl (On Stability Ball),2,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/k5IpyHg.gif,"Step:1 Sit on a stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. | Step:2 Hold a dumbbell in one hand with your palm facing up and your arm extended down towards the floor. | Step:3 Rest your elbow on the inside of your thigh, just above the knee. | Step:4 Keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder while contracting your biceps. | Step:5 Pause for a moment at the top of the movement, then inhale and slowly lower the dumbbell back down to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch arms and repeat.",0.0,6.5,8.5,0.0,2.0,4.0,0.0,8.5,0.0,7.5,Hypertrophy Training,3.3,2.2,5.5,5.5,2.8,8.5,8.0,6.0,5.0,3.0,3.8
J74XlNf,Dumbbell Alternating Seated Bicep Curl On Exercise Ball,2,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/J74XlNf.gif,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back straight. | Step:2 Hold a dumbbell in each hand with your palms facing forward and your arms fully extended. | Step:3 Keeping your upper arms stationary, exhale and curl one dumbbell while rotating your forearm until your palm is facing your shoulder. | Step:4 Inhale and slowly lower the dumbbell back to the starting position. | Step:5 Repeat the curl with the other arm. | Step:6 Continue alternating curls for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
2IxROQ1,Cable Overhead Triceps Extension (Rope Attachment),2,cable,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/2IxROQ1.gif,"Step:1 Attach a rope to a cable machine at a high position. | Step:2 Stand facing away from the machine with your feet shoulder-width apart. | Step:3 Grasp the rope with both hands, palms facing each other, and bring your hands above your head. | Step:4 Keep your upper arms close to your head and your elbows pointing forward. | Step:5 Slowly lower the rope behind your head by bending your elbows. | Step:6 Pause for a moment, then extend your arms back up to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
lBDjFxJ,Pull-Up,2,body weight,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/lBDjFxJ.gif,"Step:1 Hang from a pull-up bar with your palms facing away from you and your arms fully extended. | Step:2 Engage your core and squeeze your shoulder blades together. | Step:3 Pull your body up towards the bar by bending your elbows and bringing your chest towards the bar. | Step:4 Pause at the top of the movement, then slowly lower your body back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,10.0,10.0,0.0,10.0,6.0,0.0,2.0,0.0,9.0,Strength Training,5.0,4.4,8.3,8.3,4.9,8.5,8.0,6.0,5.0,3.0,5.4
SYJ4Bkt,Barbell Lying Preacher Curl,2,barbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/SYJ4Bkt.gif,"Step:1 Sit on a preacher bench with your chest against the pad and your arms extended over the edge, holding a barbell with an underhand grip. | Step:2 Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Step:3 Continue to raise the bar until your biceps are fully contracted and the bar is at shoulder level. | Step:4 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:5 Inhale and slowly begin to lower the barbell back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
QFmz6ch,Seated Lower Back Stretch,2,body weight,lats,"glutes, hamstrings",back,3,https://static.exercisedb.dev/media/QFmz6ch.gif,"Step:1 Sit on the edge of a chair with your feet flat on the ground. | Step:2 Place your hands on your thighs or on the sides of the chair for support. | Step:3 Slowly lean forward from your hips, keeping your back straight. | Step:4 Feel the stretch in your lower back and hold for 20-30 seconds. | Step:5 Slowly return to the starting position and repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,8.5,8.0,6.0,5.0,3.0,2.7
Zg3XY7P,Lever Seated Leg Curl,2,leverage machine,hamstrings,calves,upper legs,2,https://static.exercisedb.dev/media/Zg3XY7P.gif,"Step:1 Adjust the machine to fit your body and sit on it with your back against the backrest. | Step:2 Place your lower legs under the padded lever, just above your ankles. | Step:3 Grasp the handles on the sides of the machine for support. | Step:4 Keeping your upper legs stationary, exhale and curl your legs up as far as possible. | Step:5 Hold the contracted position for a brief pause as you squeeze your hamstrings. | Step:6 Inhale and slowly lower the lever back to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.0,8.0,6.0,5.0,3.0,2.9
mKwcrHn,Lever Gripper Hands,2,leverage machine,forearms,"biceps, triceps",lower arms,3,https://static.exercisedb.dev/media/mKwcrHn.gif,"Step:1 Adjust the seat height and grip the handles of the leverage machine. | Step:2 Keep your back straight and your feet flat on the ground. | Step:3 Exhale and squeeze the handles, contracting your forearms. | Step:4 Hold the contraction for a second, then slowly release and return to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiovascular Training,0.0,0.0,0.0,0.0,0.0,7.0,8.0,6.0,5.0,3.0,0.0
ZOuKWir,Kneeling Push-Up (Male),2,body weight,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/ZOuKWir.gif,"Step:1 Start by kneeling on the ground with your hands shoulder-width apart, fingers pointing forward. | Step:2 Extend your legs behind you, resting on the balls of your feet, so that your body forms a straight line from head to heels. | Step:3 Engage your core and lower your body towards the ground by bending your elbows, keeping them close to your sides. | Step:4 Continue lowering until your chest is just above the ground, then push back up to the starting position by straightening your arms. | Step:5 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,8.5,8.0,6.0,5.0,3.0,1.4
cuKYxhu,Standing Pelvic Tilt,2,body weight,spine,abdominals,back,2,https://static.exercisedb.dev/media/cuKYxhu.gif,"Step:1 Stand with your feet shoulder-width apart and your knees slightly bent. | Step:2 Place your hands on your hips or let them hang by your sides. | Step:3 Engage your core muscles and tilt your pelvis forward, pushing your lower back towards the wall behind you. | Step:4 Hold the position for a few seconds, then release and return to the starting position. | Step:5 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,8.5,8.0,6.0,5.0,3.0,0.9
2IHEa2T,Barbell Floor Calf Raise,2,barbell,calves,hamstrings,lower legs,2,https://static.exercisedb.dev/media/2IHEa2T.gif,"Step:1 Place a barbell on the floor in front of you. | Step:2 Stand with the balls of your feet on the edge of the barbell, with your heels hanging off. | Step:3 Hold onto a stable object for balance if needed. | Step:4 Raise your heels as high as possible, using your calves to lift your body. | Step:5 Pause for a moment at the top, then slowly lower your heels back down to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
BWnJR72,Lying (Side) Quads Stretch,2,body weight,quads,hamstrings,upper legs,2,https://static.exercisedb.dev/media/BWnJR72.gif,Step:1 Lie on your side with your legs straight. | Step:2 Bend your top leg and grab your ankle or foot with your hand. | Step:3 Gently pull your ankle or foot towards your glutes until you feel a stretch in your quads. | Step:4 Hold the stretch for 20-30 seconds. | Step:5 Release the stretch and repeat on the other side.,2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,8.5,8.0,6.0,5.0,3.0,2.3
uOV3Itw,Triceps Stretch,2,body weight,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/uOV3Itw.gif,"Step:1 Stand or sit upright with your back straight. | Step:2 Extend one arm overhead, bending it at the elbow. | Step:3 Place your opposite hand on the bent elbow and gently pull it towards your head. | Step:4 Hold the stretch for 15-30 seconds, feeling a gentle stretch in your triceps. | Step:5 Release the stretch and repeat on the other arm.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,8.5,8.0,6.0,5.0,3.0,2.3
5BZHW9s,Squat To Overhead Reach With Twist,2,body weight,quads,"glutes, hamstrings, core",upper legs,4,https://static.exercisedb.dev/media/5BZHW9s.gif,"Step:1 Stand with your feet shoulder-width apart and toes slightly turned out. | Step:2 Lower your body into a squat position by bending your knees and pushing your hips back. | Step:3 As you come up from the squat, raise your arms overhead and twist your torso to one side. | Step:4 Return to the starting position and repeat the squat, this time twisting your torso to the opposite side. | Step:5 Continue alternating sides with each squat repetition.",0.0,10.0,10.0,0.0,10.0,6.0,0.0,2.0,0.0,9.0,Strength Training,5.0,4.4,8.3,8.3,4.9,8.5,8.0,6.0,5.0,3.0,5.4
ktf3nvW,Kettlebell Plyo Push-Up,2,kettlebell,pectorals,"triceps, shoulders, core",chest,4,https://static.exercisedb.dev/media/ktf3nvW.gif,"Step:1 Start in a high plank position with your hands on the kettlebells, shoulder-width apart. | Step:2 Lower your chest towards the ground, keeping your elbows close to your body. | Step:3 Push through your hands explosively, lifting your hands off the kettlebells and extending your arms fully. | Step:4 Land softly back on the kettlebells and immediately lower your chest back down for the next repetition. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
7xeukSt,Scapula Dips,2,body weight,traps,"rhomboids, deltoids",back,3,https://static.exercisedb.dev/media/7xeukSt.gif,"Step:1 Start by standing with your feet shoulder-width apart and your arms extended in front of you. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:3 Lower your body by bending your elbows and retracting your shoulder blades, as if you are trying to squeeze a pencil between them. | Step:4 Pause for a moment at the bottom, then push through your hands to extend your elbows and return to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,8.5,8.0,6.0,5.0,3.0,1.4
mTT3KLn,Cable Front Shoulder Raise,2,cable,delts,"trapezius, biceps",shoulders,3,https://static.exercisedb.dev/media/mTT3KLn.gif,"Step:1 Stand with your feet shoulder-width apart and grasp the cable handle with an overhand grip. | Step:2 Keep your back straight and your core engaged. | Step:3 Raise the cable handle in front of you, keeping your arms straight and your palms facing down. | Step:4 Continue lifting until your arms are parallel to the floor. | Step:5 Pause for a moment at the top, then slowly lower the cable handle back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
AxFoqAD,Hack One Leg Calf Raise,2,sled machine,calves,"hamstrings, glutes",lower legs,3,https://static.exercisedb.dev/media/AxFoqAD.gif,"Step:1 Adjust the sled machine to an appropriate weight. | Step:2 Stand on the sled machine with one foot, keeping the other foot off the ground. | Step:3 Hold onto the handles for stability. | Step:4 Raise your heel as high as possible, lifting your body up on the ball of your foot. | Step:5 Pause for a moment at the top, then slowly lower your heel back down to the starting position. | Step:6 Repeat for the desired number of repetitions. | Step:7 Switch legs and repeat the exercise.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiovascular Training,0.0,0.0,0.0,0.0,0.0,7.0,8.0,6.0,5.0,3.0,0.0
LCtQPn8,Dumbbell Incline Inner Biceps Curl,2,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/LCtQPn8.gif,"Step:1 Sit on an incline bench with a dumbbell in each hand, palms facing each other. | Step:2 Rest your upper arms on the bench, allowing your elbows to hang down and your palms to face forward. | Step:3 Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Step:4 Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Step:5 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:6 Inhale and slowly begin to lower the dumbbells back to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
xGgAGPm,Chair Leg Extended Stretch,2,body weight,quads,"hamstrings, calves",upper legs,3,https://static.exercisedb.dev/media/xGgAGPm.gif,"Step:1 Sit on the edge of a chair with your back straight and feet flat on the ground. | Step:2 Extend one leg straight out in front of you, keeping your heel on the ground. | Step:3 Lean forward slightly, feeling a stretch in your quadriceps. | Step:4 Hold this position for 20-30 seconds. | Step:5 Switch legs and repeat the stretch.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,8.5,8.0,6.0,5.0,3.0,2.7
MUic5zN,Single Arm Push-Up,2,body weight,pectorals,"triceps, shoulders, core",chest,4,https://static.exercisedb.dev/media/MUic5zN.gif,"Step:1 Start in a push-up position with your hands shoulder-width apart and one hand placed slightly wider than the other. | Step:2 Engage your core and lower your body towards the ground by bending your elbows, keeping your back straight. | Step:3 As you lower yourself, shift your weight to one side and lift the opposite arm off the ground, extending it straight out to the side. | Step:4 Push through your chest and triceps to raise your body back up to the starting position, while simultaneously lowering your extended arm back to the ground. | Step:5 Repeat the movement, alternating the arm you extend with each repetition.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,8.5,8.0,6.0,5.0,3.0,1.4
hl8DUh8,Barbell Decline Wide-Grip Press,2,barbell,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/hl8DUh8.gif,"Step:1 Lie on a decline bench with your feet secured and your head lower than your hips. | Step:2 Grasp the barbell with a wide grip, slightly wider than shoulder-width apart. | Step:3 Lower the barbell to your chest, keeping your elbows out to the sides. | Step:4 Push the barbell back up to the starting position, fully extending your arms. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
gSw59a4,Dumbbell Lying One Arm Deltoid Rear,2,dumbbell,delts,"trapezius, rhomboids",shoulders,3,https://static.exercisedb.dev/media/gSw59a4.gif,"Step:1 Lie face down on a flat bench with a dumbbell in one hand, palm facing inwards. | Step:2 Extend your arm straight down towards the floor, keeping it close to your body. | Step:3 Raise your arm up and back, squeezing your shoulder blade towards your spine. | Step:4 Pause for a moment at the top, then slowly lower your arm back down to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch arms.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
kj3hy6W,Lever Reverse Grip Preacher Curl,2,leverage machine,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/kj3hy6W.gif,"Step:1 Adjust the seat height and position yourself on the leverage machine. | Step:2 Grasp the handles with an underhand grip, palms facing up. | Step:3 Rest your upper arms on the preacher pad, ensuring your elbows are fully extended. | Step:4 Keeping your upper arms stationary, exhale and curl the handles towards your shoulders. | Step:5 Pause for a moment at the top of the movement, squeezing your biceps. | Step:6 Inhale and slowly lower the handles back to the starting position, fully extending your elbows. | Step:7 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.0,8.0,6.0,5.0,3.0,2.9
UDm6cGl,Kettlebell Seesaw Press,2,kettlebell,delts,"triceps, core",shoulders,3,https://static.exercisedb.dev/media/UDm6cGl.gif,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder height. | Step:2 Press one kettlebell overhead while keeping the other kettlebell at shoulder height. | Step:3 Lower the pressed kettlebell back to shoulder height while simultaneously pressing the other kettlebell overhead. | Step:4 Continue alternating the pressing motion, creating a seesaw-like movement. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
vtusOWT,Barbell One Arm Floor Press,2,barbell,triceps,"chest, shoulders",upper arms,3,https://static.exercisedb.dev/media/vtusOWT.gif,"Step:1 Lie flat on your back on the floor with your knees bent and feet flat on the ground. | Step:2 Hold the barbell with one hand, palm facing up, and extend your arm straight up over your chest. | Step:3 Slowly lower the barbell towards your chest, keeping your elbow close to your body. | Step:4 Pause for a moment at the bottom, then push the barbell back up to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch arms.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
ffQsyBj,Dumbbell One Arm Standing Curl,2,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/ffQsyBj.gif,"Step:1 Stand up straight with a dumbbell in one hand, palm facing forward and arm fully extended. | Step:2 Keeping your upper arm stationary, exhale and curl the weight upward while contracting your biceps. | Step:3 Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level. | Step:4 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:5 Inhale and slowly lower the dumbbell back to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
XeMvLgE,Roller Body Saw,2,roller,abs,"shoulders, triceps, core",waist,4,https://static.exercisedb.dev/media/XeMvLgE.gif,"Step:1 Start in a plank position with your forearms on the roller and your body in a straight line. | Step:2 Engage your core and slowly roll the roller forward, extending your body as far as you can while maintaining control. | Step:3 Pause for a moment at the furthest point, then slowly roll the roller back towards your starting position. | Step:4 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,7.0,8.0,6.0,5.0,3.0,1.9
mbkgB44,Jackknife Sit-Up,2,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/mbkgB44.gif,"Step:1 Lie flat on your back with your legs extended and your arms overhead. | Step:2 Engage your core and lift your legs and upper body simultaneously, reaching your hands towards your toes. | Step:3 Pause for a moment at the top, then slowly lower your legs and upper body back down to the starting position. | Step:4 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,8.5,8.0,6.0,5.0,3.0,0.9
XFc3vpY,Resistance Band Seated Biceps Curl,2,resistance band,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/XFc3vpY.gif,"Step:1 Sit on a chair or bench with your back straight and feet flat on the ground. | Step:2 Hold the resistance band with an underhand grip, palms facing up, and arms extended down by your sides. | Step:3 Keeping your upper arms stationary, exhale and curl the resistance band up towards your shoulders. | Step:4 Pause for a moment at the top, squeezing your biceps. | Step:5 Inhale and slowly lower the resistance band back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.0,8.0,6.0,5.0,3.0,2.9
xnInPfE,Barbell Standing Ab Rollerout,2,barbell,abs,"shoulders, lower back",waist,3,https://static.exercisedb.dev/media/xnInPfE.gif,"Step:1 Stand upright with your feet shoulder-width apart and hold the barbell with both hands in front of your thighs. | Step:2 Engage your core and slowly roll the barbell down towards the ground, keeping your back straight and your arms extended. | Step:3 Continue rolling the barbell forward until your body is fully extended and your hands are directly above your head. | Step:4 Pause for a moment, then slowly roll the barbell back towards your thighs, maintaining control and keeping your core engaged. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,5.0,6.0,9.0,6.5,0.0,9.0,Flexibility & Mobility,5.5,3.4,6.6,6.6,4.7,6.0,8.0,6.0,6.0,4.0,5.3
SpYC0Kp,Dumbbell Bench Press,2,dumbbell,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/SpYC0Kp.gif,"Step:1 Lie flat on a bench with your feet flat on the ground and your back pressed against the bench. | Step:2 Hold a dumbbell in each hand, with your palms facing forward and your arms extended above your chest. | Step:3 Lower the dumbbells slowly to the sides of your chest, keeping your elbows at a 90-degree angle. | Step:4 Pause for a moment, then push the dumbbells back up to the starting position, fully extending your arms. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
