exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
tnaj0mT,Swing 360,2,body weight,cardiovascular system,"shoulders, core",cardio,3,https://static.exercisedb.dev/media/tnaj0mT.gif,"Step:1 Stand with your feet shoulder-width apart and knees slightly bent. | Step:2 Hold your arms straight out in front of you, parallel to the ground. | Step:3 Engage your core and swing your arms in a circular motion, rotating your torso as you do so. | Step:4 Continue the circular motion, swinging your arms and rotating your torso for the desired number of repetitions. | Step:5 Remember to breathe throughout the exercise.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,8.5,8.0,6.0,5.0,3.0,1.4
T2mxWqc,Chin-Up,2,body weight,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/T2mxWqc.gif,"Step:1 Hang from a pull-up bar with your palms facing towards you and your hands shoulder-width apart. | Step:2 Engage your core and pull your body up towards the bar, leading with your chest. | Step:3 Continue pulling until your chin is above the bar. | Step:4 Pause for a moment at the top, then slowly lower your body back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,8.5,8.0,6.0,5.0,3.0,1.4
gH5fRsC,Dumbbell Seated Alternate Front Raise,2,dumbbell,delts,"trapezius, biceps",shoulders,3,https://static.exercisedb.dev/media/gH5fRsC.gif,"Step:1 Sit on a bench with your back straight and feet flat on the ground. | Step:2 Hold a dumbbell in each hand with your palms facing your body and arms extended down by your sides. | Step:3 Keeping your arms straight, raise one dumbbell in front of you until it is parallel to the ground. | Step:4 Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. | Step:5 Repeat with the other arm. | Step:6 Alternate between arms for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
AR0ig3o,Flexion Leg Sit Up (Bent Knee),3,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/AR0ig3o.gif,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground. | Step:2 Place your hands behind your head with your elbows pointing outwards. | Step:3 Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. | Step:4 At the same time, lift your legs off the ground, bending your knees and bringing them towards your chest. | Step:5 Pause for a moment at the top, then slowly lower your upper body and legs back down to the starting position. | Step:6 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,7.5,7.0,7.0,6.0,5.0,0.9
eXFXCY0,Lever Seated Crunch V. 2,2,leverage machine,abs,"obliques, hip flexors",waist,3,https://static.exercisedb.dev/media/eXFXCY0.gif,"Step:1 Sit on the leverage machine with your back against the pad and your feet secured under the footpads. | Step:2 Place your hands on the handles or the sides of the seat for support. | Step:3 Engage your abs and slowly crunch forward, bringing your chest towards your knees. | Step:4 Pause for a moment at the top of the movement, squeezing your abs. | Step:5 Slowly return to the starting position, allowing your back to round slightly. | Step:6 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,6.0,7.0,6.0,5.0,3.0,2.3
s999Hdo,Dumbbell One Arm Seated Bicep Curl On Exercise Ball,1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/s999Hdo.gif,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back straight. | Step:2 Hold a dumbbell in one hand with your palm facing up and your arm fully extended. | Step:3 Keeping your upper arm stationary, curl the dumbbell towards your shoulder by contracting your biceps. | Step:4 Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
wpbD28t,Side Push-Up,3,body weight,triceps,"shoulders, chest, core",upper arms,4,https://static.exercisedb.dev/media/wpbD28t.gif,"Step:1 Start by lying on your side with your legs extended and stacked on top of each other. | Step:2 Place your bottom hand on the ground directly under your shoulder, fingers pointing forward. | Step:3 Press through your bottom hand to lift your body off the ground, keeping your legs straight and your core engaged. | Step:4 Extend your top arm straight up towards the ceiling, creating a straight line from your head to your heels. | Step:5 Lower your body back down to the starting position with control. | Step:6 Repeat for the desired number of repetitions, then switch sides.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,7.5,7.0,7.0,6.0,5.0,1.4
V4ryaZa,Ez Barbell Close-Grip Curl,1,ez barbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/V4ryaZa.gif,"Step:1 Stand up straight with your feet shoulder-width apart and hold the ez barbell with an underhand grip, hands shoulder-width apart. | Step:2 Keep your elbows close to your torso and your upper arms stationary throughout the movement. | Step:3 Curl the barbell up towards your shoulders, contracting your biceps. | Step:4 Pause for a moment at the top, then slowly lower the barbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.0,7.0,5.0,3.0,3.0,2.9
lCKm4Rs,Exercise Ball Prone Leg Raise,1,stability ball,spine,"abdominals, glutes",back,3,https://static.exercisedb.dev/media/lCKm4Rs.gif,"Step:1 Lie face down on a mat with your legs extended and your toes resting on top of the stability ball. | Step:2 Place your hands on the ground, shoulder-width apart, and engage your core muscles. | Step:3 Keeping your legs straight, slowly lift them off the ground, using your lower back and glutes to raise them as high as possible. | Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,Balance & Coordination,1.7,0.3,0.3,0.3,1.3,8.0,7.0,5.0,3.0,3.0,0.9
7w6i0vE,Kettlebell Alternating Press On Floor,2,kettlebell,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/7w6i0vE.gif,"Step:1 Start by lying on your back on the floor with your knees bent and feet flat on the ground. | Step:2 Hold a kettlebell in each hand, with your palms facing towards your feet and your arms extended straight up towards the ceiling. | Step:3 Lower one kettlebell down towards your shoulder while keeping the other kettlebell extended straight up. | Step:4 Press the lowered kettlebell back up to the starting position while simultaneously lowering the other kettlebell down towards your shoulder. | Step:5 Continue alternating the press motion with each kettlebell for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
nnmCTLN,Lever Kneeling Leg Curl,2,leverage machine,hamstrings,glutes,upper legs,2,https://static.exercisedb.dev/media/nnmCTLN.gif,"Step:1 Adjust the machine to fit your body and select the desired weight. | Step:2 Kneel on the machine facing downwards, with your knees resting on the pad and your feet secured under the footpads. | Step:3 Grasp the handles or the sides of the machine for stability. | Step:4 Keeping your upper body stationary, exhale and curl your legs up towards your glutes by flexing your knees. | Step:5 Pause for a moment at the top of the movement, squeezing your hamstrings. | Step:6 Inhale and slowly lower your legs back to the starting position, fully extending your knees. | Step:7 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.0,8.0,6.0,5.0,3.0,2.9
yT9tk17,Twisted Leg Raise (Female),2,body weight,abs,"obliques, hip flexors",waist,3,https://static.exercisedb.dev/media/yT9tk17.gif,"Step:1 Lie flat on your back with your legs extended and your arms by your sides. | Step:2 Bend your knees and lift your legs off the ground, bringing them towards your chest. | Step:3 As you lift your legs, twist your hips to one side, bringing your knees towards your opposite shoulder. | Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Step:5 Repeat the movement, this time twisting your hips to the other side. | Step:6 Continue alternating sides for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,8.5,8.0,6.0,5.0,3.0,1.4
2Pya1cP,Cable Decline Press,4,cable,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/2Pya1cP.gif,"Step:1 Adjust the cable machine to a decline position. | Step:2 Sit on the decline bench facing the cable machine. | Step:3 Grasp the handles with an overhand grip and position them at chest level. | Step:4 Keep your feet flat on the ground and your back firmly against the bench. | Step:5 Exhale and push the handles away from your body, extending your arms fully. | Step:6 Pause for a moment at the end of the movement, squeezing your chest muscles. | Step:7 Inhale and slowly return the handles back to the starting position. | Step:8 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
UDlhcO8,Barbell Upright Row,2,barbell,delts,"traps, biceps",shoulders,3,https://static.exercisedb.dev/media/UDlhcO8.gif,"Step:1 Stand with your feet shoulder-width apart and hold a barbell with an overhand grip, hands slightly wider than shoulder-width apart. | Step:2 Let the barbell hang in front of your thighs, arms fully extended. | Step:3 Keeping your back straight and core engaged, exhale and lift the barbell straight up towards your chin, leading with your elbows. | Step:4 Pause for a moment at the top, then inhale and slowly lower the barbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,5.0,7.0,6.0,6.0,4.0,2.3
n5cWCsI,Dumbbell One Arm Lateral Raise,2,dumbbell,delts,"trapezius, triceps",shoulders,3,https://static.exercisedb.dev/media/n5cWCsI.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in one hand with your palm facing your body. | Step:2 Keep your back straight and your core engaged throughout the exercise. | Step:3 Raise the dumbbell to the side, keeping your arm straight and your palm facing down. | Step:4 Continue lifting until your arm is parallel to the ground. | Step:5 Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch to the other arm.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
QfAKy1G,Dumbbell Cuban Press,2,dumbbell,delts,"triceps, upper back",shoulders,3,https://static.exercisedb.dev/media/QfAKy1G.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height with your palms facing down. | Step:2 Keeping your core engaged and your elbows slightly bent, press the dumbbells up and overhead until your arms are fully extended. | Step:3 Rotate your wrists so that your palms are facing forward. | Step:4 Slowly lower the dumbbells back to the starting position, rotating your wrists back to the starting position as you do so. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
11wrviz,Isometric Wipers,3,body weight,pectorals,"shoulders, triceps, core",chest,4,https://static.exercisedb.dev/media/11wrviz.gif,"Step:1 Start by lying flat on your back on a mat or bench. | Step:2 Extend your arms straight out to the sides, perpendicular to your body. | Step:3 Engage your core and lift both legs off the ground, keeping them together and straight. | Step:4 Slowly lower your legs to one side, aiming to touch the ground with your feet while maintaining control. | Step:5 Pause for a moment, then use your core to lift your legs back to the starting position. | Step:6 Repeat the movement, this time lowering your legs to the opposite side. | Step:7 Continue alternating sides for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,7.5,7.0,7.0,6.0,5.0,1.4
B3Rxp6L,Dumbbell Incline Breeding,3,dumbbell,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/B3Rxp6L.gif,"Step:1 Set up an incline bench at a 45-degree angle. | Step:2 Sit on the bench with your back against the pad and feet flat on the ground. | Step:3 Hold a dumbbell in each hand with an overhand grip, palms facing forward. | Step:4 Start with your arms fully extended, perpendicular to the ground. | Step:5 Lower the dumbbells slowly to the sides of your chest, keeping your elbows at a 90-degree angle. | Step:6 Pause for a moment at the bottom, then push the dumbbells back up to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
faHKVkK,Barbell Standing Wide Grip Biceps Curl,2,barbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/faHKVkK.gif,"Step:1 Stand with your feet shoulder-width apart and hold a barbell with an underhand grip, hands wider than shoulder-width apart. | Step:2 Keep your back straight and your elbows close to your torso. | Step:3 Exhale and curl the barbell up towards your shoulders, keeping your upper arms stationary. | Step:4 Pause for a moment at the top, squeezing your biceps. | Step:5 Inhale and slowly lower the barbell back to the starting position, fully extending your arms. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
oR7O9LW,Barbell Squat (On Knees),3,barbell,quads,"glutes, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/oR7O9LW.gif,"Step:1 Start by kneeling on the ground with your knees hip-width apart and your toes pointing forward. | Step:2 Place a barbell across your shoulders, gripping it with an overhand grip and your hands slightly wider than shoulder-width apart. | Step:3 Engage your core and keep your chest lifted as you slowly lower your body down by bending your knees, keeping your back straight. | Step:4 Continue lowering until your thighs are parallel to the ground, or as low as you can comfortably go. | Step:5 Pause for a moment at the bottom, then push through your heels to return to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
SJAA2IQ,Barbell Palms Up Wrist Curl Over A Bench,1,barbell,forearms,"biceps, shoulders",lower arms,3,https://static.exercisedb.dev/media/SJAA2IQ.gif,"Step:1 Sit on a bench with your feet flat on the ground and hold a barbell with an underhand grip, palms facing up. | Step:2 Rest your forearms on the bench, allowing your wrists to hang off the edge. | Step:3 Keeping your forearms stationary, exhale and curl your wrists upwards as far as possible. | Step:4 Hold the contracted position for a brief pause, then inhale and slowly lower the barbell back to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.0,7.0,5.0,4.0,4.0,4.5
nFUwqG6,Smith Rear Delt Row,2,smith machine,delts,"trapezius, rhomboids, biceps",shoulders,4,https://static.exercisedb.dev/media/nFUwqG6.gif,"Step:1 Adjust the seat height and position yourself on the machine with your chest against the pad and your feet flat on the ground. | Step:2 Grasp the handles with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Keep your back straight and your core engaged as you pull the handles towards your chest, squeezing your shoulder blades together. | Step:4 Pause for a moment at the top of the movement, then slowly release the handles back to the starting position. | Step:5 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,5.0,7.0,6.0,6.0,4.0,2.3
s34Y4LR,Weighted Seated Twist (On Stability Ball),3,weighted,abs,"obliques, lower back",waist,3,https://static.exercisedb.dev/media/s34Y4LR.gif,"Step:1 Sit on a stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. | Step:2 Hold a weight plate or dumbbell with both hands close to your chest. | Step:3 Engage your core and slowly rotate your torso to one side, keeping your hips stable. | Step:4 Pause for a moment at the end of the rotation, then slowly return to the starting position. | Step:5 Repeat the rotation to the other side. | Step:6 Continue alternating sides for the desired number of repetitions.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,Balance & Coordination,1.7,0.3,0.3,0.3,1.3,6.0,7.0,7.0,6.0,5.0,0.9
bZGHsAZ,Inverted Row,3,body weight,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/bZGHsAZ.gif,"Step:1 Set up a bar at waist height or use a suspension trainer. | Step:2 Stand facing the bar or suspension trainer, with your feet shoulder-width apart. | Step:3 Grab the bar or handles with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Lean back, keeping your body straight and your heels on the ground. | Step:5 Pull your chest towards the bar or handles, squeezing your shoulder blades together. | Step:6 Pause for a moment at the top, then slowly lower yourself back to the starting position. | Step:7 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,6.5,6.0,7.0,6.0,5.0,2.3
vAwm6rK,Cable Press On Exercise Ball,2,cable,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/vAwm6rK.gif,"Step:1 Sit on an exercise ball with your feet flat on the ground and your knees at a 90-degree angle. | Step:2 Hold the cable handles at chest height with your palms facing down and your elbows bent. | Step:3 Engage your core and press the cable handles forward until your arms are fully extended. | Step:4 Pause for a moment, then slowly release the tension and bring the cable handles back to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
OTgkHwR,Dumbbell Decline Triceps Extension,1,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/OTgkHwR.gif,"Step:1 Lie on a decline bench with your head lower than your feet and hold a dumbbell in each hand, palms facing each other. | Step:2 Extend your arms fully, keeping your elbows close to your head. | Step:3 Lower the dumbbells slowly behind your head, bending your elbows. | Step:4 Pause for a moment, then raise the dumbbells back to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
otqIxU4,Cable Lying Bicep Curl,3,cable,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/otqIxU4.gif,"Step:1 Attach a straight bar to a low pulley cable machine. | Step:2 Lie face up on a flat bench with your feet flat on the ground. | Step:3 Grasp the bar with an underhand grip, hands shoulder-width apart. | Step:4 Extend your arms fully, keeping your elbows close to your sides. | Step:5 Keeping your upper arms stationary, exhale and curl the bar up towards your shoulders. | Step:6 Pause for a moment at the top, squeezing your biceps. | Step:7 Inhale and slowly lower the bar back to the starting position, fully extending your arms. | Step:8 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
d960PgE,Barbell Seated Good Morning,2,barbell,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/d960PgE.gif,"Step:1 Sit on a bench with your feet flat on the ground and a barbell resting on your upper back. | Step:2 Keep your back straight and your chest up. | Step:3 Slowly hinge forward at the hips, lowering your torso towards the ground. | Step:4 Pause for a moment at the bottom, then push through your heels to return to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
GWoKnIm,Weighted Cossack Squats (Male),3,weighted,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/GWoKnIm.gif,"Step:1 Stand with your feet wider than shoulder-width apart and toes pointing slightly outward. | Step:2 Hold a weight in front of your chest with both hands. | Step:3 Shift your weight to one side and lower your body by bending the knee of the side you shifted towards, while keeping the other leg straight. | Step:4 Go as low as you can while maintaining balance and keeping your chest up. | Step:5 Push through the heel of the bent leg to return to the starting position. | Step:6 Repeat on the other side, alternating between legs.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,7.0,7.0,6.0,5.0,4.5
eOG0r6v,Cable Reverse Curl,3,cable,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/eOG0r6v.gif,"Step:1 Attach a straight bar to a low pulley cable machine. | Step:2 Stand facing the machine with your feet shoulder-width apart and your knees slightly bent. | Step:3 Grasp the bar with an underhand grip, hands shoulder-width apart. | Step:4 Keep your elbows close to your sides and your upper arms stationary throughout the exercise. | Step:5 Exhale and curl the bar up towards your shoulders, contracting your biceps. | Step:6 Pause for a moment at the top, squeezing your biceps. | Step:7 Inhale and slowly lower the bar back to the starting position, fully extending your arms. | Step:8 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
dzz6BiV,Smith Sumo Squat,3,smith machine,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/dzz6BiV.gif,"Step:1 Set up the smith machine with the barbell at hip height. | Step:2 Stand with your feet wider than shoulder-width apart, toes pointing outwards. | Step:3 Position yourself under the barbell, resting it on your upper back and shoulders. | Step:4 Engage your core and keep your chest up as you lower your body down into a squat position, pushing your hips back and bending your knees. | Step:5 Lower yourself until your thighs are parallel to the ground, or as low as you can comfortably go. | Step:6 Pause for a moment at the bottom, then push through your heels to return to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
U5INZY6,Cable One Arm Pulldown,4,cable,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/U5INZY6.gif,"Step:1 Attach a single handle to a high pulley cable machine. | Step:2 Stand facing the machine with your feet shoulder-width apart. | Step:3 Grasp the handle with an overhand grip and extend your arm fully. | Step:4 Keep your back straight and your core engaged. | Step:5 Pull the handle down towards your side while keeping your elbow close to your body. | Step:6 Pause for a moment at the bottom of the movement, squeezing your lat muscle. | Step:7 Slowly release the handle back to the starting position. | Step:8 Repeat for the desired number of repetitions. | Step:9 Switch sides and repeat the exercise with the other arm.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
ae9UoXQ,Dumbbell Incline Curl,2,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/ae9UoXQ.gif,"Step:1 Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand, palms facing forward. | Step:2 Rest your upper arms on the incline bench and let your elbows hang down, fully extending your arms. | Step:3 Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Step:4 Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Step:5 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:6 Inhale and slowly begin to lower the dumbbells back to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
y5U5B9Y,Dumbbell Zottman Preacher Curl,1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/y5U5B9Y.gif,"Step:1 Sit on a preacher bench with a dumbbell in each hand, palms facing up and elbows resting on the pad. | Step:2 Curl the dumbbells up towards your shoulders, keeping your upper arms stationary and your palms facing up. | Step:3 At the top of the curl, rotate your wrists so that your palms are facing down. | Step:4 Slowly lower the dumbbells back down to the starting position, rotating your wrists back to the starting position as you do so. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
VedGSby,Assisted Prone Hamstring,2,assisted,hamstrings,"glutes, lower back",upper legs,3,https://static.exercisedb.dev/media/VedGSby.gif,"Step:1 Lie face down on a mat or bench with your legs fully extended. | Step:2 Have a partner or use a resistance band to secure your ankles. | Step:3 Engage your hamstrings and lift your legs towards your glutes, keeping your knees straight. | Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiovascular Training,0.0,0.0,0.0,0.0,0.0,7.0,8.0,6.0,5.0,3.0,0.0
pQ0Mx1Z,Flag,3,body weight,abs,"obliques, shoulders",waist,3,https://static.exercisedb.dev/media/pQ0Mx1Z.gif,"Step:1 Start by gripping a vertical pole with both hands, palms facing each other, and arms fully extended. | Step:2 Engage your core and lift your legs off the ground, keeping them straight. | Step:3 Using your core and upper body strength, raise your legs until they are parallel to the ground. | Step:4 Hold this position for as long as you can, maintaining a straight body line. | Step:5 Slowly lower your legs back down to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,7.5,7.0,7.0,6.0,5.0,1.4
AX1kB0o,Twist Hip Lift,3,body weight,glutes,"obliques, hamstrings",upper legs,3,https://static.exercisedb.dev/media/AX1kB0o.gif,"Step:1 Lie on your back with your knees bent and feet flat on the ground. | Step:2 Place your hands by your sides for support. | Step:3 Engage your glutes and lift your hips off the ground, forming a straight line from your knees to your shoulders. | Step:4 While keeping your hips lifted, twist your lower body to the right side, bringing your knees towards the ground. | Step:5 Return to the starting position and repeat the twist to the left side. | Step:6 Continue alternating twists for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,7.5,7.0,7.0,6.0,5.0,1.4
1xHyxys,Cable High Pulley Overhead Tricep Extension,2,cable,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/1xHyxys.gif,"Step:1 Attach a rope to a high pulley and stand facing away from the machine. | Step:2 Grasp the rope with both hands and extend your arms overhead. | Step:3 Keep your elbows close to your head and your upper arms stationary. | Step:4 Slowly lower the rope behind your head by bending your elbows. | Step:5 Pause for a moment, then extend your arms back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
